name,date_iso,amount_usd_millions,round,category,category_group,sector,lead_investors,other_investors,source,valuation_usd_millions,chains,defillama_id
FARE Protocol,2023-05-01,6.2,Seed,Infrastructure,Web3 Infrastructure & Tools,An ecosystem for probability contracts,"Goat Capital, C² Ventures","6th Man Ventures, Republic Crypto, Arrington Capital, Eniac Ventures, Spark Digital Capital, Morningstar Ventures, Quantstamp, DWeb3",https://twitter.com/CoinDesk/status/1653036462860804096,,,
Solve.Care,2018-03-31,13.8,ICO,Healthcare,Web3 Infrastructure & Tools,"Solve.Care was established to revolutionize healthcare delivery, care coordination and benefits administration around the globe.",,,,,,
Tech Bureau,2016-05-11,6.2,Series A,,,Tech Bureau provides cryptographic currency and Blockchain technology using exchange API to handle currency encryption.,,"Arara, Asteria Japan, Caica, FISCO Capitals, Forex Trading Finder, Hiroshima Venture Capital, Money Partners Group, Nippon Technology Venture Partners, OKWave",,,,
Mythical Games,2023-06-27,37.0,Series C+,Gaming,"NFT, Gaming & Metaverse",Mythical Games is a video game engine for player-owned economies.,Scytale Digital,"Ark Invest, a16z, Animoca Brands",https://cointelegraph.com/news/mythical-games-raises-37m-for-in-game-marketplace-in-series-c,1000.0,,
Amber Group,2020-02-14,28.0,Series A,,,"Amber Group is a one-stop crypto finance service provider that provides liquidity provision, trading and asset management services 24/7.",,"Ben Falloon, Blockchain.com Ventures, Candy Capital, Coinbase Ventures, Dragonfly Capital, Genesis Financial, Jianwei Li Jianwei Li, Jieshi Investment, Pantera Capital, Paradigm, Plum Ventures, Polychain Capital, Ronald Arculli",,,,
Republik,2023-10-11,6.0,Seed,Web3,,web3 creator platform,,"OKX Ventures, 6MV, Arcane Capital, CMS, Comma3 Ventures, Define, Enjin, FBG Capital, HTX, Mirana Ventures, OIG Capital, Signum Capital, Sora Ventures, OIG Capital",https://x.com/RepubliK_GG/status/1711913958024884338,,,
HOPR,2025-03-12,4.8,,Infrastructure,Web3 Infrastructure & Tools,"The HOPR protocol provides full control over privacy, data and metadata. HOPR lays the groundwork for a more sovereign and safe internet. For everyone",GnosisDAO,,https://www.theblock.co/post/345976/gnosisdao-votes-invest-4-8-million-fund-hoprs-private-uncensorable-vpn?utm_source=twitter&utm_medium=social,,,3761
Layer N,2023-09-13,5.0,Seed,L2,Base Layers & Scaling,rollup network designed to scale financial applications on Ethereum.,"Founders Fund, Dao5","Kraken Ventures, Spencer Noon",https://x.com/LayerN_Official/status/1701919363815874968,,Ethereum,
Monad,2024-04-09,225.0,,L1,Base Layers & Scaling,optimized EVM blockchain,Paradigm,"Electric Capital, Coinbase Ventures, eGirl Capital, Castle Island Ventures, Greenoaks Capital, Rune Christensen, Robinson Burkey, Mert Mumtaz, Bryan Pellegrino, Eric Wall, Luca Netz, Saquon Barkley, Ansem, Hsaka, inversebrah",https://x.com/monad_xyz/status/1777687376136982767,,,
ULedger,2020-11-01,1.5,Seed,,,ULedger is building the Generation 4 Data BlockChain to power every busines,,,,,,
Lombard,2024-07-02,16.0,Seed,Liquid Restaking Protocol,,Bitcoin restaking protocol,Polychain Capital,"BabylonChain, Inc., Dao5, Franklin Templeton, Foresight Ventures, Mirana Ventures, Mantle Ecosystem, Nomad Capital",https://x.com/Lombard_Finance/status/1808155649940791689,,Bitcoin,5097
ROVR,2025-04-29,2.9,Seed,DePIN,Web3 Infrastructure & Tools,"ROVR Network is a decentralized protocol for collecting and sharing 3D geospatial data using LiDAR, cameras, and GNSS, with data secured on-chain and incentivized by tokens","Borderless Capital, GEODNET",Iotex,https://x.com/ROVR_Network/status/1917268479838933260,,,
Interface,2023-07-19,1.4,Seed,Web3,,Interface into the web3,"Polymorphic Capital, Mask Network","SeedClub Ventures, Caballeros Capital, Safe",https://twitter.com/interfacedapp/status/1681673968590237700,,Ethereum,
Identitii,2021-11-01,5.57,Post-IPO Equity,,,"Identitii is an Australian FinTech reducing last mile payment hold ups, without replacing the rails",,,,,,
FineMark National Bank & Trust,2020-12-10,21.3,Debt Financing,CeFi,DeFi & CeFi,"FineMark National Bank & Trust is a commercial bank that offers a comprehensive array of banking, trust, and investment services to clients.",,,,,,
Dapix,2018-08-01,2.25,Seed,,,Dapix empowers the blockchain ecosystem with revolutionary inter-wallet usability.,,"Access Venture Partners, Dundee Venture Capital, FirstMile Ventures, Service Provider Capital",,,,
Autonomys Network,2022-03-01,33.0,Strategic,,,"Their network provides the infrastructure to scale decentralized AI3.0 applications on-chain—hyper-scalable permanent data storage, super fast data availability & flexible EVM-compatible decoupled execution",Pantera Capital,"Gate Ventures, Coinbase Ventures, ConsenSys Mesh, Alumni Ventures, Crypto.com Capital",https://x.com/AutonomysNet/status/1516890820636549122,,,
Bitwise,2021-06-15,70.0,Series B,,,"Bitwise is a crypto index fund manager for individuals, investment managers, and institutions navigating cryptocurrency.",,"Abby Adlerman, Adam Nash, Alison Davis, Asha Sharma, Ashley Yuki, Benjamin Stein, Blockchain Capital, C.J. Fitzgerald, Carolyn Everson, Carrie Pomerantz, Castle Island Ventures, Charles Goldman, Coinbase Ventures, Daniel Saul Sundheim, Dave Fogel, David McCormick, Elad Gil",,,,
True Tickets,2020-07-31,2.14,Pre-Seed,Web3,,"A secure contactless digital ticket delivery service that aims to make buying, selling and transferring live event tickets simple and safe.",,,,,,
Talus,2024-02-26,3.0,Seed,AI,"AI, Analytics & Data",blockchain network for AI,Polychain Capital,"Dao5, Hash3, TRGC, WAGMI Ventures, Inception",https://x.com/TalusNetwork/status/1762157302088434040,,,
Marathon Digital,2021-07-22,20.0,Post-IPO Equity,Mining,Web3 Infrastructure & Tools,Marathon is a digital asset technology company that mines cryptocurrencies and focuses on securing and supporting the Bitcoin ecosystem.,,,,,,
Mangrove,2023-02-28,7.4,Series A,DEX,,order book-based DEX,"Cumberland, Greenfield Capital","CMT Digital, gumi Cryptos Capital",https://twitter.com/MangroveDAO/status/1630519219107385348,,Polygon,
Digital Asset,2021-04-21,120.0,Series D,Infrastructure,Web3 Infrastructure & Tools,"Digital Asset develops ledger technology intended to build distributed, encrypted straight-through processing tools.","7RIDGE, Eldridge",,,,,
Popshoot,2017-08-25,3.65,Series A,,,Popshoot is a developer and operator of Pota coin.,,"AG Capital, Global Brain Corporation, GREE, Oki Matsumoto",,,,
Enso,2024-06-25,4.2,Private,Infrastructure,Web3 Infrastructure & Tools,"network that abstracts all Smart Contract interactions on Rollups, AppChains, and blockchains",,"IDEO CoLab Ventures, Hypersphere Ventures",https://x.com/EnsoFinance/status/1805591012137468371,,,
Tokenproof,2024-12-02,,,,,,Yuga Labs,,,,,
CyberX,2023-01-12,15.0,Series A,,,Market maker,Foresight Ventures,,https://twitter.com/TheBlock__/status/1613581837988761625,200.0,,
ChainML,2022-09-27,4.0,Seed,,,Machine Learning,IOSG Ventures,"HashKey, SNZ Holding",https://twitter.com/chainlink/status/1574794158342115337,,,
Sorella Labs,2024-08-20,7.5,Seed,MEV,Security & Audits,developing tools to tackle Ethereum's MEV issue,Paradigm,"Uniswap Labs Ventures, Bankless Ventures, Robot Ventures, Nascent",https://x.com/TheBlock__/status/1825952223089565830,,Ethereum,
Metaversal,2021-12-28,17.81,Debt Financing,NFT,"NFT, Gaming & Metaverse",Metaversal is an investment firm and venture studio focused on non-fungible tokens.,,,,,,
Manifest Finance,2025-03-20,2.5,,RWA,DeFi & CeFi,Manifest is a decentralized finance (DeFi) platform that enables users to invest in tokenized U.S. real estate assets,VanEck,"Lattice Fund, Compound, Salt Fund",https://x.com/ManifestFinance/status/1902717123635347468,,,
Zabo,2018-02-28,1.0,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,Zabo connects any crypto wallet to any application in a few lines of code.,Blockchange Ventures,,,,,
TokenGazer,2018-06-27,2.27,Angel Round,Analytics,"AI, Analytics & Data","TokenGazer is blockchain research institution from China, dedicating to tech depth review, blockchain data analytics and crypto valuation.","Biyun Technology, Sohu.com",,,,,
TeraBlock,2021-04-19,2.4,,,,TeraBlock is the simplest solution to buy and easily manage crypto assets with the help of Machine Learning based trade automation.,,"AU21 Capital, Blockchain.com Ventures, Brilliance Ventures, BSCPad, BTX Capital, Crypto Dorm Fund, Designated Capital, Magnum Capital, Magnus Capital, Manticore Partners, MarketAcross, Master Ventures, Midas Ventures, MoonBoots Capital, Node Capital",,,,
Greenidge,2021-02-09,40.5,,Mining,Web3 Infrastructure & Tools,Greenidge is a bitcoin mining and power generation company providing blockchain services for its on-site cryptocurrency mining operation.,,,,,,
Hana Commercial Finance (HCFI),2019-05-31,100.0,Debt Financing,Trading,DeFi & CeFi,Hana Commercial Finance is the factoring and trade finance subsidiary of Hana Financial,,,https://www.benzinga.com/pressreleases/19/05/b13842394/hana-financial-secures-a-new-100-million-factoring-credit-facility-with-accordion-feature-approved,,,
Sommelier,2021-10-20,23.0,Series A,DeFi,DeFi & CeFi,The new coprocessor for Ethereum. Move your DeFi assets into higher yields faster and cheaper.,,"Alameda Ventures, Byzantine Partners, D1 Ventures, Ferngrove Ventures, Ignite, Polychain, Secure Ventures, Zola Global Investors",,,Ethereum,2139
Community Labs,2022-09-08,30.0,Strategic,Infrastructure,Web3 Infrastructure & Tools,Arweave-native software developm,Lightspeed Venture Partners,"Arweave, Bain Capital Crypto, Blockchain Capital, Distributed Global, Road Capital Management",https://www.theblock.co/post/168937/community-labs-raises-30-million-strategic-funding-round?utm_source=onecryptofeed&utm_medium=social,,Arweave,
ZOTH,2024-08-05,4.0,Strategic Round,RWA,DeFi & CeFi,unchain RWA-Backed Tokenized Liquid Notes,,"Taisu Ventures, Ripple, G-20 Group, Gemhead Capital, AstraX Capital, Gydra Capital, Foundership, Fat Cat, Dutch Crypto Investors, Absolute Digital VC",https://x.com/zothdotio/status/1820522481297600681,,Ethereum,
BestSign,2018-08-31,52.41,Series C,,,"BestSign is the industry's leading online electronic signature, electronic contract signing and electronic signature cloud service platform.",,"5Y Capital, DCM Ventures, Matrix Partners China, Tiger Global Management",,,,
Restake Finance,2023-09-27,0.5,Seed,Liquid Staking Protocol,DeFi & CeFi,modular liquid restaking protocol,,"AlfaDAO, DCD, stableyields2, Moni, bizyugo, 0xjeff",https://x.com/restakefi/status/1707052670974914623,,Ethereum,4127
Pulse,2024-11-23,0.4,Community Round,Healthcare,Web3 Infrastructure & Tools,Next-gen longevity wearable & protocol,Echo,,https://x.com/PulseNoLimits/status/1862133844557639762,,,
BENQI,2021-04-14,6.0,,DeFi,DeFi & CeFi,BENQI is a liquidity market operating on the Avalanche network,Genesis Block Ventures,"Arrington XRP Capital, Ascensive Assets, Ava Labs, Dragonfly Capital, Mechanism Capital, Morningstar Ventures, Rarestone Capital, Skynet Trading, The Spartan Group, TRGC, Vendetta Capital, ZBS CAPITAL",,,Avalanche,467
Pancake Bunny,2021-04-13,1.6,Seed,DeFi,DeFi & CeFi,Yield Aggregator,Binance Labs,"Ideo Colab, Andrew Lee, SparkLabs Korea",https://techcrunch.com/2021/04/12/binance-labs-leads-1-6m-seed-round-in-defi-startup-mound-the-developer-of-pancake-bunny/?guccounter=1,,"BSC, Polygon",254
Highstreet,2021-08-11,5.0,Seed,Metaverse,"NFT, Gaming & Metaverse",Highstreet is the worlds first commerce-centered metaverse with a decentralized finance marketplace for limited edition products.,,"BullPerks, Cherubic Ventures, Encrypt Club, Genesis Block Ventures, Jump Trading, Mai Fujimoto, Mechanism Capital, MrBlock, NGC Ventures, Palm Drive Capital, PANONY, Shima Capital",,,,
Jibrel Network,2017-11-27,30.0,ICO,Infrastructure,Web3 Infrastructure & Tools,Jibrel is a blockchain development company that leverages Distributed Ledger Technology to build the financial infrastructure of the future.,,,,,,
Overeality,2021-12-30,5.0,Seed,Metaverse,"NFT, Gaming & Metaverse",Overeality is a metaverse community to bring people together and give everyone a voice.,DHVC,,,,,
Mocaverse,2024-11-12,10.0,,Gaming,"NFT, Gaming & Metaverse",Mocaverse is a gamified metaverse product of Animoca Brands,"OKX Ventures, HongShan, CMCC Global","Republic Crypto, Decima, Kingsway Capital",https://x.com/Moca_Network/status/1856216860750164428,1000.0,,
EmiSwap,2021-05-16,1.73,Series A,DeFi,DeFi & CeFi,Decentralized Automated Market Making exchange with NFTs and ESW governance token,,,,,"Shiden, Ethereum, Polygon, KCC, Astar, Avalanche, Aurora",652
Hana Network,2025-04-02,1.75,Public token sale,DeFi,DeFi & CeFi,"Hana Network, a Web4-focused finance platform, integrates blockchain with social media like Twitter and TikTok to enable peer-to-peer transactions and social tipping, aiming to onboard the next billion users",,,https://x.com/Crypto_Dealflow/status/1907429083501195746,,,
XDEFI Wallet,2021-03-24,1.2,Seed,Infrastructure,Web3 Infrastructure & Tools,"One wallet for all your crypto. Join more than 100,000 people that trust XDEFI Wallet!",,"Alameda Research, Delphi Ventures, Erik Voorhees, Marc Geller, Mechanism Capital, Morningstar Ventures, Seb Audet, Suhail Gangji",,,,
Slife,2018-06-21,15.0,Seed,,,Hangzhou based Blockchain company.,,"Canaan Partners, Collinstar Capital, Funcity Capital, Timestamp Capital, Wanxiang Blockchain",,,,
CFX Labs,2023-11-15,9.5,Seed,Payments,DeFi & CeFi,Solana-Based Stablecoin Remittances,,"Shima Capital, Decasonic, Antalpha, CMT Digital, Corazon Capital, Kraken Ventures, New Form Capital, Metropolitan Capital Bank & Trust",https://x.com/CoinDesk/status/1724799298402189444,,Solana,
Medchain,2018-05-01,0.47,Equity Crowdsale,Healthcare,Web3 Infrastructure & Tools,Control Your Health Records - Blockchain,StartEngine,,,,,
Echooo,2023-07-18,15.0,,Infrastructure,Web3 Infrastructure & Tools,"Smart contract wallet powered by ERC-4337 (Account abstraction), combines MPC & AI Technology",AT&T Capital,,https://twitter.com/Crypto_Dealflow/status/1681301829739761664,,,
Beatdapp,2019-10-14,2.42,Seed,Social Platform,,"Beatdapp offers a tracking system that authenticates, verifies, and validates media streamed in real time.",,"500 Startups, Amit Mital, Hike Ventures, Laurie Wallace, Panache Ventures, T. Chen Fong, Valhalla Private Capital",,,,
Skychain Technologies Inc.,2021-12-12,2.0,Post-IPO Equity,,,Skychain Technologies Inc. is a TSX-listed Canadian blockchain infrastructure services and power solutions provider,,,,,,
"Smart Layer (ex TokenScript, AlchemyNFT)",2022-09-27,6.0,,,,Programmable smart token interface,Liang Xinjun,"HashGlobal, Bodl, Fenbushi Capital, SNZ Capital, UOB Ventures, Signum Capital, MH Ventures, Zhang Fan",https://twitter.com/TheBlock__/status/1574746023305662467,200.0,,
Credora,2023-04-25,6.0,,Infrastructure,Web3 Infrastructure & Tools,lending infrastructure and systematic credit ratings for private credit markets,,"Coinbase Ventures, S&P Global, Spartan, Amber Group, CMT Digital, HashKey, GSR, KuCoin Ventures, Paradigm, Pirata Capital Management, Breed VC, WAGMI Ventures",https://twitter.com/CredoraPlatform/status/1650856044740898817,,,
Simba Chain,2023-02-01,30.0,Strategic,,,"Smart Contracts as a Service with Blocks, allowing  enterprises to easily achieve Web3 production",,U.S. Air Force,https://twitter.com/SIMBAchain/status/1620463360629432320,,,
Avenews,2021-01-01,3.15,Seed,Web3,,Fintech for Agriculture,"Techstars, XT Hi-Tech",,,,,
Convergence RFQ,2023-10-04,2.4,Pre-Seed,DeFi,DeFi & CeFi,On-chain RFQ primitive for provisioning protocol liquidity,C² Ventures,"Big Brain Holdings, Israel Blockchain Association, Auros Global",https://x.com/TheBlock__/status/1709600543071408589,30.0,Solana,
Zebpay,2016-01-06,1.0,Series A,Centralized Exchange,DeFi & CeFi,Global Cryptocurrency Exchange and Wallet,"Arjun Handa, Nagendra Chaudhary",,,,,
Zunami Protocol,2023-09-27,,Angel Round,DeFi,DeFi & CeFi,Stablecoins yield aggregator,,"Michael Egorov, MrBlock, C2tP, Winthorpe, Hubirb, StakeDAO, CREAM Finance, cp0x",https://x.com/ZunamiProtocol/status/1706650229422817305,,Ethereum,1201
LayerZero,2025-04-17,55.0,Private token sale,DeFi,DeFi & CeFi,"LayerZero is a technology that enables applications to move data across blockchains, uniquely supporting censorship-resistant messages and permissionless development through immutable smart contracts.",a16z crypto,,https://x.com/alive_eth/status/1912899221868396869,,Ethereum,4867
Conio,2018-06-21,3.5,Series A,Infrastructure,Web3 Infrastructure & Tools,"Conio's mission is to help you understand and handle Bitcoin. The Conio Bitcoin Wallet lets you buy, sell and keep Bitcoins safe.",Banca Sella Group,,,,,
QuestBook,2022-05-19,8.3,Series A,,,,,,https://twitter.com/madhavanmalolan/status/1526863425158098945,,,
Young Platform,2021-05-22,4.26,,Centralized Exchange,DeFi & CeFi,"Young Platform is a brand-new cryptocurrency exchange designed for the next generation of investors. It is safe, quick and easy to use.",,"Luca Ascani, Massimo Ciociola, Pietro Invernizzi, United Ventures",,,,
